Device Name (ID),Node name,Device Type,Fleet,Plate No,Vehicle Type,SIM,SIM IP,ICCID,Wi-Fi IP,IMEI,Telephone,Chassis No,Installation date,Create date,Last Online Time,Last Offline Time,Access Mode,Channel Name,Terminal model,App version,Audio-video Count,Intercom Count,Input Number,Output Number,Cloud Recording Channel,Remarks
BSE-645_EVO(5048982837),Central node,Hero-MA80-08,DAJOR,,A1,,,,,,,,,18/01/2022 17:13:00,22/12/2025 10:01:23,22/12/2025 10:09:27,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,P24112702.685,8,1,2,2,,
BSE-779_EVO(8045176356),Central node,Hero-MA80-08,SERVOSA,,A1,,,8951101630929358164F,,862708045176356,,,,23/08/2023 15:43:00,19/03/2026 09:12:22,19/03/2026 09:20:47,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,P24072901.685,8,1,2,2,,TAG-913_EVO
BSE-824_EVO(8047181230),Central node,Hero-MA80-08,SERVOSA,,A1,,,8951101630928866647F,,862708047181230,,,,16/02/2024 17:32:00,19/03/2026 10:16:29,19/03/2026 10:05:55,4G,DMS;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,P24112702.685,8,1,2,2,,
BSE-825_EVO(9053657917),Central node,Hero-MA80-08,SERVOSA,,A1,,,,,868159053657917,,,,21/09/2022 16:24:00,19/03/2026 11:03:09,19/03/2026 11:03:32,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,P24040901.649,8,1,2,2,,
BSG-266_EVO(5048984981),Central node,Hero-MA80-08,DAJOR,,A1,,,,,,,,,18/01/2022 17:19:00,22/12/2025 15:18:41,22/12/2025 15:22:01,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,P24112702.685,8,1,2,2,,
BSG-816_EVO4(6062890490),Central node,Hero-ME32-04,MULTITRAC,,A1,,,8951101630847836051F,,864086062890490,,,,10/05/2023 11:13:00,19/03/2026 11:29:39,19/03/2026 11:28:09,Wired,DMS;ADAS;CH3;CH4,ME41-04NA,P25082201.A2673,4,1,2,2,,
BSH-853_EVO(8048906734),Central node,ME31-08,CENTENARIO,,A1,,,8951101630918948934F,,862708048906734,,,,21/03/2025 17:52:57,19/03/2026 11:30:16,19/03/2026 11:28:19,4G,CH1;CH2;CH3;CH4,ME31-08N,P24122702.1948,4,1,2,2,,
BSH-858_EVO(8048839653),Central node,Hero-MA80-08,CENTENARIO,,A1,,,8951101630904696182F,,862708048839653,,,,28/10/2024 10:35:00,19/03/2026 11:25:35,19/03/2026 11:21:09,4G,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,P24081701.685,8,1,2,2,,
BSH-894_EVO(8042278841),Central node,Hero-MA80-08,CENTENARIO,,A1,,,8951101630914514631F,,862708042278841,,,17/02/2026,21/01/2022 18:27:00,19/03/2026 10:38:30,19/03/2026 11:08:20,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,P24072901.685,8,1,2,2,,
BSI-812_EVO(8048849991),Central node,MA80-08,CENTENARIO,,A1,,,8951101630904695663F,,862708048849991,,,,23/10/2024 13:16:00,19/03/2026 11:05:44,19/03/2026 11:05:43,4G,CH1;CH2;CH3;CH4,MA80-08V3,P24072901.685,4,1,2,2,,
BSI-850_EVO(8048849819),Central node,MA80-08,CENTENARIO,,A1,,,8951101630914514615F,,862708048849819,,,,23/10/2024 14:42:00,19/03/2026 11:08:39,19/03/2026 11:08:32,4G,CH1;CH2;CH3;CH4,MA80-08V3,P24081701.685,4,1,2,2,,
BSJ-840_EVO(8049385441),Central node,Hero-ME31-08,HAGEMSA,,A2,,,8951101130031236226F,,862708049385441,,1G4WX25E0600162,,19/06/2025 22:34:13,17/03/2026 13:31:19,17/03/2026 13:33:09,Offline,DMS;ADAS;CABINA;SALON;POSTERIOR;LATERAL;LATERAL;CH8,ME31-08N,P25042601.2163,8,1,2,2,,
BSJ-858_EVO(6063467280),Central node,Hero-MA80-08,HAGEMSA,,A1,,,8951101132087660663F,,864086063467280,,,,13/05/2023 10:41:00,17/03/2026 14:11:04,17/03/2026 14:12:52,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,T25041102.709,8,1,2,2,,
BSJ-909_EVO4(3070289687),Central node,Hero-ME32-04,T. SAN DIEGO,,A1,,,,,,,,,13/09/2024 14:58:00,03/06/2025 00:22:29,03/06/2025 00:29:07,Offline,CH1;CH2;CH3;CH4,ME41-04NA,T24062501.1729,4,1,2,2,,
BSJ-919_EVO(6062900471),Central node,Hero-MA80-08,HAGEMSA,,A1,,,8951101630733529927F,,864086063462000,,,,05/01/2023 15:12:00,19/03/2026 11:26:56,19/03/2026 11:21:09,4G,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,T25041102.709,8,1,2,2,,
BSJ-935_EVO(6063458990),Central node,Hero-MA80-08,HAGEMSA,,A1,,,8951101630733531717F,,864086063458990,,,,12/05/2023 13:57:00,18/03/2026 16:55:27,18/03/2026 17:31:17,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,T25041102.709,8,1,2,2,,
BSJ-944_EVO(6063465912),Central node,Hero-MA80-08,HAGEMSA,,A1,,,8951101630733531683F,,864086063465912,,,,11/05/2023 18:35:00,19/03/2026 11:25:03,19/03/2026 11:20:03,4G,CH1;CH2;CH3;CH4;;;;,MA80-08V3,T25041102.709,8,1,2,2,,
BSK-716_EVO(8047111773),Central node,Hero-MA80-08,HAGEMSA,,A1,,,8951101130044271681F,,862708047111773,,,,09/08/2024 10:48:00,16/03/2026 18:43:59,16/03/2026 18:45:12,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,P24072901.685,8,1,2,2,,
BSK-745_EVO(6063462109),Central node,Hero-MA80-08,HAGEMSA,,A1,,,8951101130031236218F,,862708045150419,,,17/03/2026,12/05/2023 13:56:00,17/03/2026 19:11:48,17/03/2026 19:25:17,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,P24122001.685,8,1,2,2,,
BSK-761_EVO(6063465888),Central node,Hero-MA80-08,HAGEMSA,,A1,,,8951101630703302776F,,861553070281023,,,,19/05/2023 15:54:00,18/03/2026 15:07:07,18/03/2026 15:38:42,Offline,CH1;CH2;CH3;CH4;;;;,MA80-08V3,T25041102.709,8,1,2,2,,
BSK-938_EVO(3070917832),Central node,ME31-08,HAGEMSA,,A1,,,8951101630994391025F,,861553070917832,,,,29/04/2025 14:25:30,17/03/2026 14:32:05,17/03/2026 14:33:26,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,ME31-08N,P25042601.2163,8,1,2,2,,
BSL-786_EVO4(3070262122),Central node,Hero-ME32-04,T. SAN DIEGO,,A1,,,,,,,,,12/09/2024 15:29:00,13/09/2024 14:45:35,13/09/2024 14:54:08,Offline,CH1;CH2;CH3;CH4,ME41-04NA,,4,1,2,2,,
BSM-727_EVO(8048856954),Central node,MA80-08,CAAS,,A1,,,8951101630914513864F,,862708048856954,,,,28/10/2024 10:06:00,02/01/2026 12:20:03,02/01/2026 12:44:05,Offline,CH1;CH2;CH3;CH4,MA80-08V3,P24081701.685,4,1,2,2,,
BSN-801_EVO(8048878909),Central node,MA80-08,SUSPENDIDO,,A1,,,,,,,,30/12/2025,31/01/2025 11:22:54,19/08/2025 07:48:42,19/08/2025 08:03:31,Offline,DMS;ADAS;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,P24072901.685,8,1,2,2,,
BSP-706_EVO4(9050379937),Central node,Hero-ME32-04,MULT. TRNSP. CAJAMARCA,,A1,,,8951101632786714596F,,868159050379937,,,,06/03/2023 10:26:00,19/03/2026 10:49:49,19/03/2026 11:09:43,Offline,CH1;CH2;CH3;CH4,ME41-04NA,P25082201.A2673,4,1,2,2,,
BSP-717_EVO4(3070287400),Central node,Hero-ME32-04,T. SAN DIEGO,,A1,,,,,,,,,11/09/2024 15:04:00,03/04/2025 04:30:00,03/04/2025 04:30:34,Offline,CH1;CH2;CH3;CH4,ME41-04NA,T24062501.1729,4,1,2,2,,
BSQ-633_EVO4(6062891613),Central node,Hero-ME32-04,J & S GROUP,,A1,,,,,,,,,10/05/2023 11:12:00,03/10/2025 16:10:12,03/10/2025 17:27:08,Offline,DMS;ADAS;CH3;CH4,ME41-04NA,P25022110.A2021,4,1,2,2,,
BSQ-658_EVO4(6063457737),Central node,Hero-ME32-04,J & S GROUP,,A1,,,,,,,,,08/07/2023 10:54:00,11/08/2025 10:00:40,11/08/2025 10:00:43,Offline,CH1;CH2;CH3;CH4,ME41-04NA,P25022110.A2021,4,1,2,2,,
BSQ-770_EVO4(8048892231),Central node,ME30-04,GEOTEC_BAMBAS,,A1,,,8951101630918949213F,,862708048892231,,,,26/02/2025 17:20:14,19/03/2026 11:18:21,19/03/2026 08:29:41,4G,CH1;CH2;CH3;CH4,ME40-04NA,P24081301.A1777,4,1,2,2,,
BSS-808_EVO4(8047698548),Central node,Hero-ME32-04,TRANSMI,,A1,,,8951101139058241001F,,862708047698548,,,22/01/2026,26/06/2024 15:13:00,19/03/2026 10:38:58,19/03/2026 11:09:59,Offline,CH1;CH2;CH3;CH4,ME41-04NA,P25082201.A2673,4,1,2,2,,
BSV-853_EVO4(3073038156),Central node,Hero-ME30-04,RESITER,,A1,,,8951101132087660721F,,861553073038156,,1G4WX25J2100076,03/09/2024,12/01/2026 11:15:26,19/03/2026 10:17:31,19/03/2026 11:06:05,Offline,CH1;CH2;CH3;CH4,ME40-04NA,P25032001.A2078,4,1,2,2,,
BSY-900_EVO(8046885716),Central node,Hero-MA80-08,SERVOSA,,A1,,,8951101630839422167F,,862708046885716,,,,14/02/2024 18:27:00,19/03/2026 11:30:10,19/03/2026 11:27:27,4G,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,P24112702.685,8,1,2,2,,
BSY-911_EVO(8046885658),Central node,Hero-MA80-08,SERVOSA,,A1,,,8951101630839422373F,,862708046885658,,,,14/02/2024 17:51:00,19/03/2026 10:59:59,19/03/2026 11:03:46,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,P24112702.685,8,1,2,2,,
BSY-931_EVO4(8045174195),Central node,Hero-ME32-04,Primax_Gas,,A1,,,8951101630733704504F,,862708045174195,,,,24/01/2024 16:40:00,19/03/2026 11:01:25,19/03/2026 11:27:07,Offline,CH1;CH2;CH3;CH4,ME41-04NA,P25082201.A2673,4,1,2,2,,
BSZ-804_EVO(8046899386),Central node,Hero-MA80-08,SERVOSA,,A1,,,8951101630994387742F,,862708046899386,,,,15/02/2024 18:36:00,19/03/2026 10:21:14,19/03/2026 10:17:33,4G,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,T25041102.709,8,1,2,2,,
BTA-843_EVO(9053657289),Central node,Hero-MA80-08,ANCO_ANTA,,A1,,,,,,,,,09/07/2022 10:27:00,19/03/2026 11:24:45,19/03/2026 11:15:49,4G,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,T23061901.513,8,1,2,2,,
BTA-896_EVO(3070289588),Central node,MA81-08,NOATUM,,A1,,,,,861553070289588,,,,22/11/2024 11:04:17,19/03/2026 10:02:38,19/03/2026 10:05:24,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA81-08,T24123001,8,1,2,2,,
BTB-120_EVO(9050382824),Central node,Hero-MA80-08,RANSA_PETROTAL,,A1,,,8951101630929360319F,,868159050382824,,,,14/05/2022 08:45:00,18/03/2026 17:45:47,18/03/2026 17:55:07,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,P24112702.685,8,1,2,2,,
BTB-817_EVO4(8045154874),Central node,Hero-ME32-04,Primax_Gas,,A1,,,8951101630839969290F,,862708045154874,,,,13/12/2023 16:36:00,19/03/2026 11:21:56,19/03/2026 11:26:28,Offline,CH1;CH2;CH3;CH4,ME41-04NA,P25082201.A2673,4,1,2,2,,
BTB-897_EVO(8047182030),Central node,Hero-MA80-08,SERVOSA,,A1,,,,,862708047182030,,,,15/02/2024 12:33:00,19/03/2026 09:52:16,19/03/2026 08:27:15,4G,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,P24040901.649,8,1,2,2,,
BTG-822_EVO4(9053078536),Central node,Hero-ME32-04,SUSPENDIDO,,A1,,,,,,,,,23/01/2023 09:09:00,03/05/2025 11:38:42,03/05/2025 12:55:02,Offline,CH1;CH2;CH3;CH4,ME41-04NA,P23060102.1438,4,1,2,2,,
BTG-863_EVO(8047178798),Central node,Hero-MA80-08,GEOTEC_BAMBAS,,A1,,,,,862708047178798,,,,01/04/2024 14:37:00,19/03/2026 10:50:22,19/03/2026 10:36:52,4G,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,P24040901.649,8,1,2,2,,
BTH-924_EVO(8047187583),Central node,Hero-MA80-08,SERVOSA,,A1,,,,,862708047187583,,,,21/03/2024 09:26:00,19/03/2026 10:44:31,19/03/2026 11:17:21,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,P24040901.649,8,1,2,2,,
BTI-727_EVO4(8048897735),Central node,ME30-04,SECURITAS,,A1,,,8951101630918949395F,,862708048897735,,,,26/02/2025 16:49:09,07/03/2026 18:42:09,08/03/2026 02:11:38,Offline,CH1;CH2;CH3;CH4,ME40-04NA,T25080801.A2600,4,1,2,2,,
BTI-732_EVO(8046999111),Central node,Hero-MA80-08,ALFA,,A1,,,,,,,,,14/11/2023 16:40:00,14/03/2026 15:03:23,14/03/2026 15:04:24,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,P23053101.511,8,1,2,2,,
BTI-737_EVO4(8048871995),Central node,ME30-04,SECURITAS,,A1,,,8951101630918949403F,,862708048871995,,,,26/02/2025 15:30:40,19/03/2026 10:45:48,19/03/2026 10:26:02,4G,CH1;CH2;CH3;CH4,ME40-04NA,P25032001.A2078,4,1,2,2,,
BTI-749_EVO4(8048892124),Central node,ME30-04,SECURITAS,,A1,,,8951101630918949361F,,862708048892124,,HGFWGX24L46089,15/04/2025,26/02/2025 17:16:24,19/03/2026 10:26:07,19/03/2026 10:08:58,4G,CH1;CH2;CH3;CH4,ME40-04NA,P25032001.A2078,4,1,2,2,,
BTI-765_EVO(8047001792),Central node,Hero-MA80-08,ALFA,,A1,,,,,,,,,04/12/2023 16:02:00,12/03/2026 18:12:28,12/03/2026 18:12:58,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,P23053101.511,8,1,2,2,,
BTI-770_EVO4(8048876846),Central node,ME30-04,SECURITAS,,A1,,,8951101630994388732F,,862708048876846,,,,26/02/2025 16:58:18,19/03/2026 06:21:54,19/03/2026 06:41:18,Offline,CH1;CH2;CH3;CH4,ME40-04NA,P24081301.A1777,4,1,2,2,,
BTI-838_EVO4(8048892348),Central node,ME30-04,SECURITAS,,A1,,,8951101630994391785F,,862708048892348,,,,26/02/2025 16:41:37,05/03/2026 10:09:21,05/03/2026 10:38:50,Offline,CH1;CH2;CH3;CH4,ME40-04NA,P24081301.A1777,4,1,2,2,,
BTI-841_EVO4(3070926098),Central node,ME30-04,SECURITAS,,A1,,,8951101630994388708F,,861553070926098,,,,26/02/2025 14:49:17,19/03/2026 04:35:17,19/03/2026 04:15:48,4G,CH1;CH2;CH3;CH4,ME40-04NA,T25080801.A2600,4,1,2,2,,
BTI-858_EVO4(3070264912),Central node,Hero-ME32-04,COLQUISIRI,,A1,,,,,,,,,22/10/2024 14:53:00,15/03/2025 10:43:34,15/03/2025 10:47:24,Offline,CH1;CH2;CH3;CH4,ME41-04NA,P25022110.A2021,4,1,2,2,,
BTI-859_EVO(8046997735),Central node,Hero-MA80-08,ALFA,,A1,,,,,,,,,06/12/2023 09:24:00,06/12/2025 12:10:01,06/12/2025 12:12:05,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,P23053101.511,8,1,2,2,,
BTI-863_EVO4(8048892512),Central node,ME30-04,SECURITAS,,A1,,,8951101630976738771F,,862708048892512,,,,26/02/2025 17:09:37,19/03/2026 07:28:08,19/03/2026 07:28:11,Offline,CH1;CH2;CH3;CH4,ME40-04NA,P25032001.A2078,4,1,2,2,,
BTI-906_EVO4(8048874874),Central node,ME30-04,SECURITAS,,A1,,,8951101630918949304F,,862708048874874,,,,26/02/2025 16:52:03,19/03/2026 11:09:11,19/03/2026 11:27:39,Offline,CH1;CH2;CH3;CH4,ME40-04NA,P25032001.A2078,4,1,2,2,,
BTI-911_EVO4(8048874916),Central node,ME30-04,SECURITAS,,A1,,,8951101630994387106F,,862708048874916,,,,26/02/2025 17:00:28,17/03/2026 16:38:28,17/03/2026 17:06:37,Offline,CH1;CH2;CH3;CH4,ME40-04NA,P25032001.A2078,4,1,2,2,,
BTI-918_EVO4(3070924952),Central node,ME30-04,SECURITAS,,A1,,,8951101630918949270F,,861553070924952,,,,26/02/2025 17:17:23,19/03/2026 10:46:55,19/03/2026 10:57:43,Offline,CH1;CH2;CH3;CH4,ME40-04NA,T25080801.A2600,4,1,2,2,,
BTJ-706_EVO4(8048895481),Central node,ME30-04,SECURITAS,,A1,,,8951101630985221942F,,862708048895481,,,,26/02/2025 16:56:06,19/03/2026 11:04:49,19/03/2026 11:21:38,Offline,CH1;CH2;CH3;CH4,ME40-04NA,P24081301.A1777,4,1,2,2,,
BTJ-735_EVO4(8048859461),Central node,ME30-04,SECURITAS,,A1,,,8951101630994391777F,,862708048859461,,,,26/02/2025 16:36:36,19/03/2026 10:16:08,19/03/2026 11:08:25,Offline,CH1;CH2;CH3;CH4,ME40-04NA,P25032001.A2078,4,1,2,2,,
BTJ-809_EVO4(3070266362),Central node,Hero-ME32-04,COLQUISIRI,,A1,,,,,,,,,22/10/2024 15:28:00,15/03/2025 16:27:29,15/03/2025 16:35:49,Offline,CH1;CH2;CH3;CH4,ME41-04NA,P25022110.A2021,4,1,2,2,,
BTK-755_EVO4(8048859339),Central node,ME30-04,SECURITAS,,A1,,,8951101630994387130F,,862708048859339,,,,26/02/2025 16:46:42,19/03/2026 11:06:48,19/03/2026 11:16:56,Offline,CH1;CH2;CH3;CH4,ME40-04NA,P25032001.A2078,4,1,2,2,,
BTK-806_EVO4(8048887025),Central node,ME30-04,SECURITAS,,A1,,,8951101630918949387F,,862708048887025,,,,26/02/2025 16:52:48,19/03/2026 10:38:10,19/03/2026 10:51:15,Offline,CH1;CH2;CH3;CH4,ME40-04NA,P24081301.A1777,4,1,2,2,,
BTK-828_EVO4(8048892314),Central node,ME30-04,SECURITAS,,A1,,,8951101630929357471F,,862708048892314,,,,26/02/2025 17:08:19,19/03/2026 11:23:51,19/03/2026 11:24:32,Offline,CH1;CH2;CH3;CH4,ME40-04NA,P25032001.A2078,4,1,2,2,,
BTL-764_EVO4(8048892371),Central node,ME30-04,SECURITAS,,A1,,,8951101630918949437F,,862708048892371,,,,26/02/2025 15:10:13,05/03/2026 18:52:50,05/03/2026 18:54:43,Offline,CH1;CH2;CH3;CH4,ME40-04NA,P24081301.A1777,4,1,2,2,,
BTO-932_EVO4(9053066259),Central node,Hero-ME32-04,YANACOCHA,T5L-338,A1,,,8951101630904693098F,,868159053066259,,,,25/01/2023 09:13:00,19/03/2026 10:04:27,19/03/2026 10:58:22,Offline,DMS;ADAS;CH3;CH4,ME41-04NA,P25082201.A2673,4,1,2,2,,
BTP-897_EVO4(9053075516),Central node,Hero-ME32-04,CONFIPETROL,BTP-897,A1,,,8951101632786713572F,,861585047568025,,,,14/12/2022 11:00:00,19/03/2026 05:19:33,19/03/2026 06:40:09,Offline,DMS;ADAS;CH3;CH4,ME41-04NA,P25082201.A2673,4,1,2,2,,
BTR-816_EVO4(6063467272),Central node,Hero-ME32-04,RENOVA,,A1,,,8951101630726513136F,,864086063467272,,,,18/07/2023 10:03:00,19/03/2026 10:58:50,19/03/2026 11:03:54,Offline,CH1;CH2;CH3;CH4,ME41-04NA,P25082201.A2673,4,1,2,2,,
BTR-926_EVO4(6062898816),Central node,Hero-ME32-04,RENOVA,,A1,,,8951101630726513235F,,864086062898816,,,,18/07/2023 10:02:00,19/03/2026 10:39:16,19/03/2026 10:50:36,Offline,CH1;CH2;CH3;CH4,ME41-04NA,P25082201.A2673,4,1,2,2,,
BTS-675_EVO4(3070921149),Central node,ME30-04,EVO_DESINSTALADO,,A1,,,8951101130039714489F,,861553070921149,,,15/01/2026,19/06/2025 18:40:40,15/01/2026 13:42:54,15/01/2026 13:44:44,Offline,CH1;CH2;CH3;CH4,ME40-04NA,P25032001.A2078,4,1,2,2,,
BTS-883_EVO(3070923475),Central node,Hero-ME31-08,DCR_ANTAPACAY,,A1,,,8951101130031236309F,,861553070923475,,1G4WX25E0600119,,19/06/2025 22:34:13,19/03/2026 11:30:58,19/03/2026 11:30:32,4G,DMS;ADAS;CABINA;SALON;POSTERIOR;LATERAL;LATERAL;CH8,ME31-08N,P25042601.2163,8,1,2,2,,
BTS-884_EVO(3070915687),Central node,Hero-ME31-08,DCR_ANTAPACAY,,A1,,,8951101130031237802F,,861553070915687,,1G4WX25E0600088,,19/06/2025 22:34:12,19/03/2026 11:12:27,19/03/2026 10:54:19,3G,DMS;ADAS;CABINA;SALON;POSTERIOR;LATERAL;LATERAL;CH8,ME31-08N,P25042601.2163,8,1,2,2,,
BTS-925_EVO(3070914813),Central node,ME31-08,DCR_ANTAPACAY,,A1,,,8951101630976739688F,,861553070914813,,,,29/04/2025 14:33:32,19/03/2026 11:13:33,19/03/2026 10:51:14,4G,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,ME31-08N,P25042601.2163,8,1,2,2,,
BTS-946_EVO(3070912155),Central node,ME31-08,DCR_ANTAPACAY,,A1,,,8951101630994389821F,,861553070912155,,,,30/04/2025 17:53:13,19/03/2026 11:11:25,19/03/2026 10:51:27,3G,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,ME31-08N,P25042601.2163,8,1,2,2,,
BTT-712_EVO(3070913609),Central node,ME31-08,DCR_ANTAPACAY,,A1,,,8951101630994389797F,,861553070913609,,,,29/04/2025 14:28:17,10/03/2026 11:35:40,10/03/2026 11:49:02,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,ME31-08N,P25042601.2163,8,1,2,2,,
BTW-914_EVO(8049376176),Central node,Hero-ME31-08,HAGEMSA,,A1,,,8951101630757547748F,,862708049376176,,1G4WX25E0600139,,19/06/2025 22:34:13,18/03/2026 11:55:21,18/03/2026 12:30:37,Offline,DMS;ADAS;CABINA;SALON;POSTERIOR;LATERAL;LATERAL;CH8,ME31-08N,T25070701.2422,8,1,2,2,,
BTW-916_EVO(8049374585),Central node,Hero-ME31-08,HAGEMSA,,A1,,,8951101630733531253F,,862708049374585,,1G4WX25E0600051,,19/06/2025 22:34:12,19/03/2026 11:07:16,19/03/2026 10:51:34,4G,DMS;ADAS;CABINA;SALON;POSTERIOR;LATERAL;LATERAL;CH8,ME31-08N,T25070701.2422,8,1,2,2,,
BTX-487_EVO(3070938291),Central node,Hero-ME31-08,EVO_DESINSTALADO,,A1,,,8951101130039714547F,,861553070938291,,1G4WX25E0600039,30/01/2026,19/06/2025 22:34:12,29/01/2026 10:35:02,29/01/2026 10:36:52,Offline,DMS;ADAS;CH3;CH4;CH5;CH6;CH7;CH8,ME31-08N,P25042601.2163,8,1,2,2,,
BTY-038_EVO(8049355246),Central node,Hero-ME31-08,EVO_DESINSTALADO,,A1,,,8951101130039714562F,,862708049355246,,1G4WX25E0600140,11/02/2026,19/06/2025 22:34:13,08/01/2026 09:20:25,08/01/2026 10:11:36,Offline,DMS;ADAS;CH3;CH4;CH5;CH6;CH7;CH8,ME31-08N,P25042601.2163,8,1,2,2,,
BTY-039_EVO(3070921404),Central node,Hero-ME31-08,EVO_DESINSTALADO,,A1,,,8951101130039715031F,,861553070921404,,1G4WX25E0600185,11/02/2026,19/06/2025 22:34:13,10/02/2026 15:32:14,10/02/2026 15:36:33,Offline,DMS;ADAS;CH3;CH4;CH5;CH6;CH7;CH8,ME31-08N,P25042601.2163,8,1,2,2,,
BTY-091_EVO(8049351807),Central node,Hero-ME31-08,EVO_DESINSTALADO,,A1,,,8951101130039715049F,,862708049351807,,1G4WX25E0600093,06/02/2026,19/06/2025 22:34:12,05/02/2026 16:54:57,05/02/2026 16:59:49,Offline,DMS;ADAS;CH3;CH4;CH5;CH6;CH7;CH8,ME31-08N,P25042601.2163,8,1,2,2,,
BTY-555_EVO(8049354876),Central node,Hero-ME31-08,EVO_DESINSTALADO,,A1,,,8951101130039714554F,,862708049354876,,1G4WX25E0600131,30/01/2026,19/06/2025 22:34:13,29/01/2026 12:23:54,29/01/2026 12:29:18,Offline,DMS;ADAS;CH3;CH4;CH5;CH6;CH7;CH8,ME31-08N,P25042601.2163,8,1,2,2,,
BTY-716_EVO4(8045483026),Central node,Hero-ME32-04,MULTITRAC,,A1,,,8951101630733702532F,,862708045483026,,,,06/10/2023 11:30:00,19/03/2026 10:55:35,19/03/2026 10:54:40,4G,CH1;CH2;CH3;CH4,ME41-04NA,P25082201.A2673,4,1,2,2,,
BTZ-090_EVO(8049354769),Central node,ME31-08,ANITA TOURS,,A1,,,8951101130039715007F,,862708049354769,,1G4WX25E0600141,,19/06/2025 22:14:23,27/01/2026 09:53:48,27/01/2026 10:01:28,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,ME31-08N,P25042601.2163,8,1,2,2,,
BTZ-479_EVO(8049365237),Central node,Hero-ME31-08,EVO_DESINSTALADO,,A1,,,8951101130039714570F,,862708049365237,,1G4WX25E0600005,19/01/2026,19/06/2025 22:34:12,19/01/2026 11:14:13,19/01/2026 11:24:18,Offline,DMS;ADAS;CH3;CH4;CH5;CH6;CH7;CH8,ME31-08N,P25042601.2163,8,1,2,2,,
BTZ-588_EVO(8049363463),Central node,ME31-08,EVO_DESINSTALADO,,A1,,,8951101130039715072F,,862708049363463,,1G4WX25E0600080,06/02/2026,19/06/2025 21:20:50,03/01/2026 11:32:27,03/01/2026 11:50:17,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,ME31-08N,P25042601.2163,8,1,2,2,,
BTZ-801_EVO(8048848902),Central node,MA80-08,TRANSALTISA,,A1,,,8951101630929360368F,,862708048848902,,,,21/11/2024 15:39:30,19/03/2026 09:45:55,19/03/2026 09:55:00,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,P24112702.685,8,1,2,2,,
BTZ-828_EVO(8048856293),Central node,MA80-08,TRANSALTISA,,A1,,,8951101630915429565F,,862708048856293,,,,22/11/2024 10:35:25,19/03/2026 09:49:05,19/03/2026 10:18:41,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,P24112702.685,8,1,2,2,,
BUC-155_EVO4(9053067752),Central node,Hero-ME32-04,EVO_DESINSTALADO,CDT-683,A1,,,,,,,,,26/01/2023 09:13:00,17/11/2025 19:05:19,17/11/2025 19:09:25,Offline,DMS;ADAS;CH3;CH4,ME41-04NA,P25082201.A2673,4,1,2,2,,
BUD-369_EVO4(3070904731),Central node,ME30-04,DEYFOR2,1G4WX25E0300060,A1,,,8951101630985226214F,,861553070904731,,,,19/06/2025 18:41:15,19/03/2026 10:28:22,19/03/2026 10:09:12,3G,CH1;CH2;CH3;CH4,ME40-04NA,P25032001.A2078,4,1,2,2,,
